SALE,YEAR,STYLE,ARTNO,ARTISTNO,INDATE,MATERIAL,SIZE,TOPIC,PRICE
,1985,1,21,364,1910/3/27,攝影HP,75*50cm,屹立(版數10),140000
,1981,1,22,364,1910/3/27,攝影HP,52*76cm,埃及暮色(版數10),140000
,2006,1,23,364,1910/3/27,攝影HP,50*67cm,凜雕(版數15),120000
,1983,1,24,364,1910/3/27,攝影HP,66*46cm,黑牆(版數15),120000
,1979,1,25,364,1910/3/27,攝影HP,41*61cm,古堡(版數15),120000
,1993,1,26,364,1910/3/27,攝影HP,40*60cm,金門古厝(版數15),120000
,1999,1,28,364,1910/3/27,攝影HP,50*33cm,新詩1/8,60000
,1981,1,29,364,1910/3/27,攝影HP,80*120cm,紅1/8,300000
,1962,1,30,364,1910/3/27,攝影HP,43*28m,家鄉人1/8,80000
,1962,1,31,364,1910/3/27,攝影HP,28*43cm,遠眺月世界1/8,60000
,1962,1,32,364,1910/3/27,攝影HP,28*43cm,水.月世界1/8,80000
,1962,1,33,364,1910/3/27,攝影HP,28*43cm,痕.月世界1/8,60000
,1962,1,34,364,1910/3/27,攝影HP,43*28cm,直路.月世界1/8,60000
,1979,1,38,364,1910/3/27,攝影DYE,24*20,白衣 A.P 1/5,
,1997,3,36,364,1910/3/27,攝影HP,39*50cm,畫家陳昭宏,
,2009,3,37,364,1910/3/27,攝影HP,30*38cm,畫家張炳堂,
,1992,1,39,364,1910/3/27,攝影HP,60*140cm,藻井三聯作(版數30),220000
,1983,1,102,364,1910/3/27,攝影HP,50*60cm,觀海(版數10),100000
,1979,1,104,364,1910/3/27,攝影HP,50*75cm,行(版數),140000
,1985,1,106,364,1910/3/27,攝影HP,50*60cm,晒大佛(版數10),100000
,1990,1,107,364,1910/3/27,攝影HP,50*60cm,木門(版數10),100000
,1986,1,108,364,1910/3/27,攝影HP,50*60cm,喀什小孩(版數10),100000
,1981,1,109,364,1910/3/27,攝影HP,50*60cm,瀚海(版數10),100000
,1999,1,110,364,1910/3/27,攝影HP,50*60cm,舊約(版數10),100000
,1979,1,111,364,1910/3/27,攝影HP,50*75cm,鬥牛(版數10),140000
,1985,1,113,364,1910/3/27,攝影HP,50*60cm,女王頭(版數10),100000
,1986,1,115,364,1910/3/27,攝影HP,50*60cm,冬之頌(版數10),100000
,1976,1,116,364,1910/3/27,攝影HP,50*60cm,地平線上,100000
,1979,1,117,364,1910/3/27,攝影HP,50*60cm,葡萄牙房子(版數10),100000
,1985,1,118,364,1910/3/27,攝影HP,50*60cm,離島一瞥(版數10),100000
,1985,1,119,364,1910/3/27,攝影HP,50*60cm,澎湖拼貼(版數10),100000
,,1,98,364,1910/1/29,攝影,8*10,普及版,3600
,2004,1,1,83,1908/4/10,1,30F,溪谷,600000
,1984,1,3,3,1910/1/28,1,8P,觀音山,200000
,2003,5,1,225,1903/4/22,膠彩,91*72.5,年華,450000
,2000,5,1,225,1902/11/20,膠彩,116.5*91,禮讚,720000
,2010,1,1,352,1910/5/22,1,6f,朝陽,30000
,2010,1,2,352,1910/5/22,1,30f,金門阿媽,150000
,2009,1,3,352,1910/5/22,1,15f,南方澳晨曦,75000
,2009,1,4,352,1910/5/22,1,12f,午後的光,60000
,,,,352,1910/5/22,,,,
,2002,1,1,306,1908/3/13,1,50p,龍泉驛站,300000
,2006,3,901,64,1911/1/11,1,2F,家族,50000
,2006,3,902,64,1911/1/11,1,2F,吹笛,50000
,2006,3,903,64,1911/1/11,1,2F,戲子,50000
,2005,1,904,64,1911/1/11,1,2F,湖,50000
,1989,4,905,35,1910/8/3,壓克力,SM,裸女8905 N905,48000
,,4,906,35,1910/8/3,,,浴室,30000
,2010,1,2,136,1911/1/11,1,2F,橋,80000
,2010,1,3,136,1911/1/11,1,2F,溪頭之橋,80000
,2008,5,4,136,1911/1/11,1,2F,進步,80000
,2010,1,6,83,1911/1/11,1,3F,野花,60000
,2010,1,7,83,1911/1/11,1,3F,海岸,60000
,2010,1,8,83,1911/1/11,1,3F,山景,60000
,2010,1,13,369,1911/1/11,1,4F,鐵炮百合,20000
,2010,1,14,301,1911/1/11,1,6F,長春祠瀑布,24000
,2010,1,17,301,1911/1/11,1,4F,白揚瀑布(太魯閣),16000
,2009,1,32,370,1911/1/11,1,1F,海韻,10000
,2009,1,34,370,1911/1/11,1,1F,福爾摩沙,10000
,2010,1,35,267,1911/1/11,複合媒材,4F,我.島嶼系列-1,32000
,2010,1,36,267,1911/1/11,複合媒材,4F,我.島嶼系列-2,32000
,2010,1,37,267,1911/1/11,複合媒材,4F,我.島嶼系列-3,32000
,2010,1,38,267,1911/1/11,1,4F,我.島嶼系列-4,32000
,2010,1,43,369,1911/1/11,1,4F,野百合,20000
,2002,1,44,239,1911/1/11,1,8F,水果攤,144000
,1999,1,46,239,1911/1/11,壓克力,6P,漁港日出(貢寮),108000
,2010,5,47,365,1911/1/11,1,4F,螃蟹,18000
,2010,5,48,365,1911/1/11,1,4F,龍蝦,18000
,2010,5,50,366,1911/1/11,1,5F,花,20000
,1997,5,58,205,1911/1/11,1,3F,紅花,60000
,1998,1,59,205,1911/1/11,1,3F,佳冬古屋,60000
,2000,5,60,205,1911/1/11,1,3F,瓶花-1,60000
,2001,5,61,205,1911/1/11,1,3F,瓶花-2,60000
,2010,1,21,370,1911/1/11,1,4F,蓮,28000
,2007,1,22,370,1911/1/11,1,21*30cm,墾丁午後,23000
,2009,1,24,370,1911/11/11,1,0F,阿里山公路,10000
,2009,1,26,370,1911/11/11,1,0F,海角樂園,10000
,2009,1,27,370,1911/11/11,1,1F,廟,10000
,2009,1,30,370,1911/1/11,1,1F,旭日,10000
,1991,5,801,75,1911/1/11,1,3F,蓮霧,18000
,1990,4,802,175,1911/1/11,1,4F,浴衣裸女,120000
,1978,1,803,175,1911/1/11,1,4F,街景,120000
,2010,6,1,17,1910/11/6,1,6F,五月,90000
,2010,6,2,17,1910/11/6,1,56*76*2,無題,360000
,2010,6,4,17,1910/11/6,1,20F,心亂如麻,300000
,2009,6,5,17,1910/11/6,Acrylic,57*77cm,圓的聯想-2,180000
,2010,6,6,17,1910/11/6,1,20F,大安公園,300000
,2010,6,7,17,1910/11/6,1,60P,木,900000
,2010,6,8,17,1910/11/6,1,30F,天,450000
,2010,6,9,17,1910/11/6,1,40F,花,600000
,2010,6,10,17,1910/11/6,1,40F,原,600000
,2010,6,11,17,1910/11/6,1,100F,日,1500000
,2010,6,12,17,1910/11/6,1,30F,雨,450000
,2010,6,13,17,1910/11/6,1,100F,海,1500000
,2010,6,14,17,1910/11/6,1,60F,月,900000
,2009,6,15,17,1910/11/6,Acrylic,77*57cm,成長-2,180000
,2009,6,16,17,1910/11/6,Acrylic,57*77cm,圓的聯想,180000
,2009,6,17,17,1910/11/6,Acrylic,66*51cm,成長,120000
,2009,6,18,17,1910/11/6,Acrylic,57*77cm,漣漪,180000
,2009,6,19,17,1910/11/6,Acrylic,57*77cm,浪聲-2,180000
,2009,6,20,17,1910/11/6,1,20F,浪聲,300000
,2010,5,72,233,1911/1/11,1,4F,玫瑰之夜-1,40000
,2010,5,73,233,1911/1/11,1,4F,玫瑰之夜-2,40000
,2010,6,74,17,1911/1/11,1,4F,第三樂章,60000
,2010,6,75,17,1911/1/11,1,4F,金色年代,60000
,2010,6,76,17,1911/1/11,1,4F,公園,60000
,2008,5,901,355,1908/1/19,1,8F,生命組曲,40000
,2010,1,78,306,1911/1/11,1,4F,玫瑰山海戀,20000
,2010,6,64,353,1911/1/11,現代書法,42*55cm,獨樂,30000
,2010,1,83,366,1911/1/11,1,4F,相依(玉兔迎春),18000
,2010,5,84,365,1911/1/11,1,4P,豐餘,18000
,1980,1,86,3,1911/1/11,1,8F,小琉球,240000
,1991,5,87,3,1911/1/11,1,8F,紅玫瑰,240000
,2010,4,94,342,1911/1/11,1,4F,十一月,40000
,2010,6,102,17,1911/1/11,1,4F,夜曲,60000
,2010,5,104,357,1911/1/11,1,5F,甜點,17500
,2010,5,105,357,1911/1/11,1,3F,藥丸,10500
,2010,4,107,342,1911/1/11,1,4F,一月,40000
,2010,4,108,342,1911/1/11,1,4F,二月,40000
,2010,4,109,342,1911/1/11,1,4F,六月,40000
,2010,4,110,342,1911/1/11,1,4F,八月,40000
,2010,4,111,342,1911/1/11,1,4F,十二月,40000
,2010,1,121,239,1911/1/11,1,2F,101夕照,40000
,2010,5,122,239,1911/1/11,1,3F,紅兔,54000
,2010,1,124,239,1911/1/11,1,4F,歡騰101,72000
,2010,6,126,371,1911/1/11,壓克力紙,33*49cm,無題,6000
,2010,6,127,371,1911/1/11,壓克力紙,33*49cm,無題-2,6000
,2010,1,131,358,1911/1/11,1,6F,雲深處,30000
,2010,1,133,358,1911/1/11,1,8F,不遠處,40000
,2010,1,137,357,1911/1/11,2,20*15cm,小徑,6000
,2010,1,139,357,1911/1/11,2,38*28cm,朝陽,11000
,2010,5,140,357,1911/1/11,2,38*28cm,棻,11000
,2010,1,141,357,1911/1/11,2,23*32cm,秋意,8400
,2010,1,142,357,1911/1/11,2,27*39cm,綠意盎然,11000
,2009,1,144,357,1911/1/11,1,6F,鄉間小路(深坑),21000
,2010,1,145,357,1911/1/11,2,38*28cm,雨過天晴,11000
,2010,4,113,342,1911/1/11,1,3P,雨水,15000
,2010,4,117,342,1911/1/11,1,3P,小暑,15000
,2011,5,4,17,1911/3/29,1,1F,有畫的蝴蝶蘭,25000
,2011,5,6,17,1911/3/29,1,1F,黃色蝴蝶蘭,25000
,2011,1,8,17,1911/3/29,1,6M,美術館之春,90000
,2011,1,10,233,1911/3/29,1,20F,果實纍纍,200000
,2011,1,11,357,1911/3/29,2,28*38cm,立春,11000
,1960,1,813,122,1911/3/29,1,25*47cm,遠眺十八尖山,800000
,1976,1,814,373,1911/3/29,1,8F,關渡之美,240000
,2010,4,901,342,1911/3/29,1,25F,橫臥裸女342-16,250000
,2010,4,17,342,1911/3/29,1,8P,海灘系列1537,80000
,2010,4,18,342,1911/3/29,1,8P,海灘系列1534,80000
,2010,4,9,342,1911/3/29,1,8P,海灘系列1539,80000
,2011,3,5,372,1911/3/29,1,5F,兔子,11000
,2011,6,2,17,1911/4/17,1,6M,美術館之春,90000
,2011,6,4,17,1911/4/17,1,4F,日安.春果,60000
,2011,6,7,17,1911/4/17,1,1P,美術館之春-3,25000
,1990,1,1,20,1911/4/27,2,74*27cm,夏荷長開,120000
,1990,1,2,20,1911/4/27,2,74*27cm,蜜蜂與荷,120000
,1990,1,3,20,1911/4/27,2,74*27cm,垂柳與荷,120000
,1990,1,4,20,1911/4/27,2,55*37cm,雙姝,120000
,1990,1,901,20,1911/4/27,2,38*28cm,夏荷-2(20-042711-6),60000
,1990,1,7,20,1911/4/27,2,38*28cm,夏荷-1,60000
,2011,1,2,20,1911/7/29,2,26*43cm,荷香201110,60000
,2011,1,3,20,1911/7/29,2,56*20cm,百年好荷201106,60000
,2011,1,4,20,1911/7/29,2,56*20cm,百年好荷201102,60000
,2011,1,5,20,1911/7/29,2,77*20cm,百年好荷201109,80000
,2011,1,6,20,1911/9/27,2,20*77cm,百年好荷201103,80000
,2011,1,7,20,1911/7/29,2,77*29cm,百年好荷201104,100000
,2011,1,8,20,1911/7/29,2,29*77cm,百年好荷201108,100000
,2011,1,9,20,1911/7/29,2,31*147cm,百年好荷201101,200000
,2011,1,10,20,1911/7/29,2,153*39cm,百年好荷201105,240000
,2011,1,12,301,1911/7/29,1,20F,荷風,80000
,2011,1,13,365,1911/7/29,1,12F,出水芙蓉,42000
,2011,1,14,365,1911/7/29,1,8F,相遇荷花,32000
,2011,1,15,365,1911/7/29,1,8F,荷中影,32000
,2011,1,16,366,1911/7/29,1,12P,賞月,42000
,2011,1,17,366,1911/7/29,1,12P,鳥語花香慶好合,42000
,2011,1,18,366,1911/7/29,1,8F,芙蓉花語,32000
,2011,1,19,369,1911/7/29,1,30P,初荷,150000
,2011,1,20,369,1911/7/29,1,30F,金魚蓮花,150000
,2011,1,21,369,1911/7/29,1,20F,雙鴨戲荷,100000
,2011,1,22,369,1911/7/29,1,20P,早起的荷,100000
,2011,1,24,357,1911/7/29,1,10F,夏荷映白,35000
,2010,1,3,306,1911/8/16,1,30F,水里蕉林(南投集集線),150000
,2009,1,5,306,1911/8/16,1,30F,烏樹林旗站,150000
,2010,1,6,306,1911/8/16,1,30F,淡水碼頭,150000
,2011,1,7,306,1911/8/16,1,80P,逐鹿山林,400000
,2009,1,8,306,1911/8/16,1,30F,朝陽蒸騰(彰化車庫),150000
,2009,1,9,306,1911/8/16,1,30F,集集車站,150000
,2011,1,11,306,1911/8/16,1,80P,龍騰遺址,400000
,2009,1,12,306,1911/8/16,1,30F,舊濁水溪橋,150000
,2008,1,14,306,1911/8/16,1,10F,十分車站,50000
,2005,1,15,306,1911/8/16,1,30F,小站的春天,150000
,2011,1,16,306,1911/8/16,1,20F,石城海岸太魯閣號,100000
,2008,1,17,306,1911/8/16,1,50F,阿里山鐵道星光大道,250000
,2007,1,18,306,1911/8/16,1,30F,春遊阿里山,150000
,2002,1,19,306,1911/8/16,1,50P,龍泉驛站,250000
,2008,1,21,306,1911/8/16,1,42*120cm,東北角海岸,125000
,2010,1,22,306,1911/8/16,1,8F,龍洞灣,40000
,2009,4,1,342,1911/9/23,1,100F,紅床,800000
,2011,1,2,342,1911/9/23,1,120F,牧羊人,960000
,2011,1,3,342,1911/9/23,1,100F,林中湖,800000
,2011,1,4,342,1911/9/23,1,50F,牧場,450000
,2008,1,5,342,1911/9/23,1,120F,露台,960000
,2010,1,6,342,1911/9/23,1,25F,山麓林蔭,250000
,2005,1,7,342,1911/9/23,1,10F,丘陵,100000
,2011,1,8,342,1911/9/23,1,25F,蘇澳,250000
,2009,1,10,342,1911/9/23,1,120F,內海,960000
,2009,1,11,342,1911/9/23,1,100F,海浪,800000
,2008,1,12,342,1911/9/23,1,100F,甲板,800000
,2008,1,13,342,1911/9/23,1,100F,吉貝海灘,800000
,2008,1,14,342,1911/9/23,1,120F,海岸線,960000
,2008,1,15,342,1911/9/23,1,120F,風帆,960000
,2011,1,16,342,1911/9/23,1,3P,大寒,18000
,2011,4,17,342,1911/9/23,1,4F,西方,48000
,2011,1,18,342,1911/9/23,1,8P,東風,80000
,2011,1,19,342,1911/9/23,1,20F,天,200000
,2011,4,20,342,1911/9/23,1,4F,午,48000
,2011,1,21,342,1911/9/23,1,6F,春季,60000
,2011,1,22,342,1911/9/23,1,8P,南風,80000
,2011,1,24,342,1911/9/23,1,6F,冬季,60000
,2011,1,26,342,1911/9/23,1,4F,東方,48000
,2011,1,27,342,1911/9/23,1,4F,秋山,48000
,2011,1,28,342,1911/9/23,1,4F,春草,48000
,2011,1,29,342,1911/9/23,1,3P,佳洛水,18000
,2011,1,30,342,1911/9/23,1,4F,冬陽,48000
,2011,1,31,342,1911/9/23,1,3P,小雪,18000
,2011,5,32,342,1911/9/23,1,5F,浴巾,50000
,2011,5,33,342,1911/9/23,1,6F,酒橘,60000
,2011,5,34,342,1911/9/23,1,12F,窗邊果盤,120000
,2005,5,35,342,1911/9/23,1,10F,酒甕,100000
,2011,5,36,342,1911/9/23,1,8P,咖啡壺,80000
,2011,5,37,342,1911/9/23,1,25F,水蜜桃,250000
,2007,6,2,353,1911/3/29,書法,35x99cm,和敬清寂,50000
,2011,1,1,397,1911/12/1,1,90x90cm,天佑台灣-觀音,100000
,2011,1,2,397,1911/12/1,1,90x90cm,天佑台灣-關公,100000
,2009,1,3,397,1911/12/1,1,10F,天佑台灣,25000
,2009,1,4,397,1911/12/1,1,50F,其實你不知道少女迷惘,125000
,2009,4,5,401,1911/12/1,1,50F,圖像.微觀,100000
,2010,1,6,401,1911/12/1,1,50F,角落,100000
,2011,1,7,401,1911/12/1,1,72x72cm,#003,50000
,2011,5,8,400,1911/12/1,1,80F,力量,96000
,2011,5,9,400,1911/12/1,1,30F,杜鵑,36000
,2010,1,10,400,1911/12/1,1,10F,新生2,12000
,2011,5,11,399,1911/12/1,1,10F,油畫用具11/24,20000
,2010,5,12,399,1911/12/1,1,100F,黑灰白時空,200000
,2010,1,13,399,1911/12/1,1,40F,畫內畫外,80000
,2010,5,14,367,1911/12/1,1,162x130,塵世-事物的集合,350000
,2010,5,15,367,1911/12/1,1,30F,塵世記憶-童年的滋味,105000
,2010,5,16,367,1911/12/1,1,30F,記憶的味道,105000
,2010,5,17,367,1911/12/1,1,10F,塵世-那年美好的夏天,35000
,2004,1,18,395,1911/12/1,1,80F,期待,400000
,2011,3,19,395,1911/12/1,1,120F,十八童人,600000
,2003,1,20,395,1911/12/1,1,10F,石碇風景,50000
,2009,5,21,355,1911/12/1,1,30M,組曲,120000
,2011,5,22,355,1911/12/1,1,50P,輕忽不得,200000
,2011,1,23,365,1911/12/1,1,25F,地中海之戀,100000
,2011,5,24,365,1911/12/1,1,10F,幻象,40000
,2011,5,25,365,1911/12/1,1,20F,自省,80000
,2010,5,26,398,1911/12/1,1,30F,滋味,90000
,2010,5,27,398,1911/12/1,1,30F,鈴聲,90000
,2010,5,28,398,1911/12/1,1,30F,過程系列1,90000
,2000,1,29,358,1911/12/1,1,20P,溪聲6,90000
,2003,1,30,358,1911/12/1,1,41x15cm,角落,20000
,2005,1,31,358,1911/12/1,1,50F,心湖1,200000
,2011,1,32,358,1911/12/1,1,10F,草之島,50000
,2009,5,33,357,1911/12/1,1,20F,箱中靜物2,70000
,2009,5,34,357,1911/12/1,1,15F,光的獨白,52500
,2011,5,35,357,1911/12/1,1,10F,綻放,35000
,2010,4,36,396,1911/12/1,1,120P,穿越,300000
,2010,4,37,396,1911/12/1,1,60F,似與不似,180000
,2006,4,38,396,1911/12/1,1,10F,指,35000
,2007,1,1,155,1912/1/4,1,3F,桃源谷,45000
,2010,1,2,155,1912/1/4,1,3F,草山看櫻花,45000
,2011,1,3,370,1912/1/4,1,4F,孔廟1,28000
,2011,1,4,370,1912/1/4,1,4F,孔廟2,28000
,2011,1,5,370,1912/1/4,1,4F,如歌,28000
,2011,1,6,370,1912/1/4,1,4F,樹林,28000
,2011,1,7,370,1912/1/4,1,4F,人間四月天,28000
,2011,1,8,370,1912/1/4,1,4F,湖光,28000
,2011,1,9,370,1912/1/4,1,4F,春日,28000
,2011,1,10,370,1912/1/4,1,4F,垂櫻,28000
,2011,1,11,370,1912/1/4,1,4F,花樹呢喃,28000
,2011,1,12,370,1912/1/4,1,4F,綠蔭,28000
,2011,1,13,370,1912/1/4,1,4F,詩意,28000
,2011,1,14,370,1912/1/4,1,4F,聽海,28000
,1990,1,15,402,1912/1/4,1,2F,我心深處,40000
,2001,5,16,402,1912/1/4,1,1F,藍瓶派對,20000
,1993,5,17,402,1912/1/4,1,0F,好事成雙,20000
,2007,5,19,402,1912/1/4,1,1F,月下,20000
,1993,5,20,402,1912/1/4,1,4F,紫羅蘭,80000
,2011,1,21,402,1912/1/4,1,4F,淡水遊趣,80000
,2009,4,23,402,1912/1/4,粉彩,1F,裸女,12000
,2011,1,24,215,1912/1/4,1,4F,火燒島百合,100000
,2011,4,26,342,1912/1/4,1,3P,冬至,20000
,2011,4,27,342,1912/1/4,1,3P,小寒,20000
,2011,4,28,342,1912/1/4,1,3P,霜降,20000
,2011,4,29,342,1912/1/4,1,3P,秋分,20000
,2011,4,30,342,1912/1/4,1,3P,大雪,20000
,2011,4,31,342,1912/1/4,1,3P,處暑,20000
,2011,4,32,342,1912/1/4,1,3P,寒露,20000
,2011,4,33,342,1912/1/4,1,3P,白露,20000
,2011,4,34,342,1912/1/4,1,3P,立冬,20000
,2011,4,35,342,1912/1/4,1,3P,南灣,36000
,2011,4,36,342,1912/1/4,1,3P,大內(台南),36000
,1988,1,37,307,1912/1/4,1,4F,溪水廉花,200000
,1994,1,38,307,1912/1/4,1,5P,林間木橋,250000
,2001,1,40,307,1912/1/4,1,4F,洋蘭,200000
,1996,5,4,307,1917/3/25,1,22.5x30,百合花,135000
,1994,1,42,307,1912/1/4,1,9x12英吋,水蓮花池,180000
,1976,1,43,307,1912/1/4,1,20x25.5,郊外山坡,120000
,1989,1,44,307,1912/1/4,1,9x12英吋,山廟風景(獅頭山),180000
,1992,1,46,203,1912/1/4,1,4F,濱海一景,120000
,1992,1,47,203,1912/1/4,1,4F,石門水庫,120000
,2011,1,52,342,1912/1/4,1,1F,蒼潤,15000
,2011,1,53,342,1912/1/4,1,1F,沉雄,15000
,2011,1,55,342,1912/1/4,1,1F,荒寒,15000
,2011,1,56,342,1912/1/4,1,1F,清曠,15000
,2011,1,57,342,1912/1/4,1,1F,性靈,15000
,2011,1,58,342,1912/1/4,1,1F,圓渾,15000
,2011,1,59,342,1912/1/4,1,1F,明淨,15000
,2011,1,60,342,1912/1/4,1,1F,寯爽,15000
,2011,1,62,369,1912/1/4,1,4F,村景,20000
,2011,1,64,369,1912/1/4,1,4F,月眉大樹下,20000
,2011,1,67,369,1912/1/4,1,4F,秋韻,20000
,2011,1,68,369,1912/1/4,1,4F,鹿仔樹,20000
,2011,1,69,369,1912/1/4,1,0F,櫻,10000
,2011,1,70,369,1912/1/4,1,0F,樹,10000
,2011,4,73,397,1912/1/4,1,1F,噶瑪蘭,5000
,2011,4,74,397,1912/1/4,1,1F,賽夏,5000
,2011,4,76,397,1912/1/4,1,1F,排灣,5000
,2011,4,77,397,1912/1/4,1,1F,布農,5000
,2011,1,78,370,1912/1/4,1,0F,濕地,10000
,2011,1,79,370,1912/1/4,1,0F,林間小徑,10000
,2011,1,80,370,1912/1/4,1,0F,聽海,10000
,2011,1,81,370,1912/1/4,1,0F,花樹,10000
,2011,1,82,370,1912/1/4,1,0F,綠蔭,10000
,2011,1,83,370,1912/1/4,1,0F,旗后山,10000
,2011,1,84,370,1912/1/4,1,0F,小琉球,10000
,2011,1,85,370,1912/1/4,1,0F,湖畔,10000
,2011,6,91,17,1912/1/4,1,4F,黑太陽1,60000
,2011,6,94,17,1912/1/4,1,4F,春.步步高,60000
,2011,6,95,17,1912/1/4,1,4F,城市之晨,60000
,2011,6,96,17,1912/1/4,1,4F,城市之舞,60000
,2011,6,97,17,1912/1/4,1,4F,城市之午,60000
,2011,6,66,17,1918/1/6,1,4F,蘭香.晨光,80000
,2011,6,99,17,1912/1/4,1,4F,蘭香.對話,60000
,2011,6,100,17,1912/1/4,1,4F,台灣水果1,60000
,2011,6,101,17,1912/1/4,1,4F,蝸牛之戀,60000
,2011,6,58,17,1918/1/6,1,1F,花樣少年,30000
,2011,6,103,17,1912/1/4,1,4F,彩虹,60000
,2011,6,104,17,1912/1/4,1,4F,台灣水果2,60000
,2011,6,57,17,1918/1/6,1,4F,蘭香.四季,80000
,2011,6,106,17,1912/1/4,1,1Fx2,黑太陽2,50000
,2011,6,107,17,1912/1/4,1,16x24cm,庫克山景,25000
,2011,6,108,17,1912/1/4,1,1F,繽紛,25000
,2011,6,109,17,1912/1/4,1,4F,城市之夜,60000
,2011,6,112,17,1912/1/4,1,1F,燈仔花,25000
,2011,6,113,17,1912/1/4,1,1P,古典美人,25000
,2011,1,115,365,1912/1/4,1,3F,農趣,16000
,2011,1,116,365,1912/1/4,1,4F,晨曦,18000
,2011,1,117,365,1912/1/4,1,4P,蘭嶼夕照,18000
,2011,1,118,365,1912/1/4,1,3P,蘭嶼寧靜夜,16000
,2011,5,119,366,1912/1/4,1,3F,碩果,16000
,2011,1,120,366,1912/1/4,1,4F,靠岸,18000
,2011,1,121,366,1912/1/4,1,4F,豐收,18000
,2011,5,122,398,1912/1/4,1,5F,杯中物,15000
,2011,5,123,398,1912/1/4,1,5F,透明,15000
,2011,1,126,358,1912/1/4,1,27x48cm,水.木.雲,40000
,2011,1,127,358,1912/1/4,1,31x41cm,雲下光,30000
,2011,5,135,365,1912/1/4,1,1F,山竺,10000
,2011,1,136,365,1912/1/4,2,8K,威尼斯,12000
,2011,5,137,366,1912/1/4,1,1F,蝶,10000
,2011,1,138,404,1912/1/4,坦培拉,6F,極地工程,21000
,2011,1,139,404,1912/1/4,坦培拉,6F,宅男之雷雨夜,21000
,2011,1,140,311,1912/1/4,1,4F,都蘭山,28000
,2011,1,141,311,1912/1/4,1,4F,東海晨曦,28000
,2011,1,143,311,1912/1/4,1,4F,台東糖廠,28000
,2011,1,144,311,1912/1/4,1,4F,富原山上,28000
,2011,1,145,311,1912/1/4,1,4F,池上花海,28000
,2011,1,146,311,1912/1/4,1,4F,關山花海,28000
,2011,1,147,311,1912/1/4,1,4F,白守蓮海邊,28000
,2011,1,148,311,1912/1/4,1,0F,金針農家,8000
,2011,1,149,311,1912/1/4,1,4F,石梯坪,8000
,2011,1,151,311,1912/1/4,1,0F,摩天農場,8000
,2011,1,152,311,1912/1/4,1,0F,水源地的路,8000
,2011,1,153,311,1912/1/4,1,0F,花海,8000
,2011,1,154,311,1912/1/4,1,0F,山里風光,8000
,2011,1,155,311,1912/1/4,1,0F,南橫摩天,8000
,2011,1,156,311,1912/1/4,1,0F,瑞源,8000
,2011,1,157,311,1912/1/4,1,0F,葵花田,8000
,2011,1,158,311,1912/1/4,1,0F,清流,8000
,2010,6,159,337,1912/1/4,1,23x18cm,正發,20000
,2010,6,160,337,1912/1/4,1,23x18cm,再發,20000
,2010,6,161,337,1912/1/4,1,23x18cm,還發,20000
,2011,5,86,403,1912/1/4,1,6F,流1,6000
,2011,6,162,397,1912/1/4,1,1F,泰雅,5000
,2011,6,163,353,1912/1/4,書法,45x53cm,長嘯,30000
,2011,6,164,353,1912/1/4,書法,42x47cm,無思,30000
,2011,6,165,353,1912/1/4,書法,53x58cm,斯是陋室,30000
,2011,6,166,353,1912/1/4,書法,53x55cm,無心最妙,30000
,2011,6,167,353,1912/1/4,書法,44x52cm,守靜,30000
,2011,6,169,353,1912/1/4,書法,44x53cm,忘憂,30000
,2011,6,170,353,1912/1/4,書法,43x48cm,無為,30000
,2011,6,178,353,1912/1/4,書法,17x26cm,無事為福,8000
,2011,6,180,353,1912/1/4,書法,20x26cm,青天素月,8000
,2010,1,1,215,1912/5/25,1,10P,綠島百合-登山,100000
,2011,3,3,372,1912/7/7,1,40F,我們的,120000
,2011,1,4,372,1912/7/7,1,50F,抓水母,150000
,2011,1,5,372,1912/7/7,1,50F,那天,150000
,2011,1,6,372,1912/7/7,1,100F,婚禮,300000
,2012,6,2,372,1912/7/28,1,5F,橘子,30000
,2012,6,1,406,1912/12/21,1,1F,青蛇,5500
,2012,6,3,406,1912/12/21,1,1F,九尾狐,5500
,2012,6,5,406,1912/12/21,1,1F,精衛,5500
,2012,6,6,406,1912/12/21,1,1F,后羿,5500
,2012,6,8,406,1912/12/21,1,1F,龍-疊積木,5500
,2012,6,10,406,1912/12/21,1,1F,龍-跳格子,5500
,1979,1,11,86,1912/12/21,1,3F,入秋,150000
,1996,5,12,86,1912/12/21,1,4F,牡丹,200000
,1993,1,13,86,1912/12/21,1,4F,林家花園-1,200000
,1993,1,14,86,1912/12/21,1,4F,林家花園-2,200000
,1989,1,15,86,1912/12/21,1,4F,秋日,200000
,1992,1,16,86,1912/12/21,1,4F,鄉居風光,200000
,1979,1,918,86,1912/12/21,1,4F,龍山寺,200000
,1992,6,20,136,1912/12/21,1,SM,努力研究,60000
,2012,6,21,136,1912/12/21,1,2F,堅定的意志,80000
,1985,6,22,136,1912/12/21,1,3F,85希望,120000
,2007,6,23,136,1912/12/21,1,3F,朝氣,120000
,2010,6,24,136,1912/12/21,1,4F,世界在變NO.27,160000
,2012,1,25,214,1912/12/21,1,3F,克羅埃西亞之夜,36000
,2012,1,26,214,1912/12/21,1,3F,克羅埃西亞風情,36000
,2012,4,27,214,1912/12/21,1,3F,舞魅,36000
,2012,1,28,214,1912/12/21,1,4F,日月潭午後,48000
,2012,1,29,214,1912/12/21,1,4F,日月潭行雲,48000
