SALE,YEAR,STYLE,ARTNO,ARTISTNO,INDATE,MATERIAL,SIZE,TOPIC,PRICE
,1982,6,1,17,1988/10/31,1,4F,抽象,16000
,1982,6,2,17,1988/10/31,3,,神話,10000
,1984,6,901,38,1988/10/31,1,10F,雛8-103188-3,20000
,1984,6,902,38,1988/10/31,1,10F,醉貓38-103188-4,20000
,1984,6,903,38,1988/10/31,1,10F,漫遊38-103188-5,20000
,,6,6,38,1988/10/31,1,10F,雛,20000
,1978,6,901,43,1988/10/31,2,38*52cm,抽象,100000
,,6,901,37,1988/10/31,3,,蔬果,25000
,,6,9,44,1988/10/31,2,,,15000
,,6,913,44,1988/10/31,3,,歸,25000
,,6,914,44,1988/10/31,2,,,70000
,1988,6,1,18,1989/1/3,3,,天仙  11/50,2700
,1988,6,2,18,1989/1/3,3,,天香  10/30,2700
,1988,6,3,18,1989/1/3,3,,晨光  11/50,2700
,1988,6,901,18,1989/1/3,3,,春祥18-010389-4,6500
,1981,6,901,36,1988/10/31,3,,休士頓42/120,32000
,,6,902,36,1988/10/31,3,,A.P,32000
,1981,6,903,36,1988/10/31,3,,9/30,40000
,1981,6,904,36,1988/10/31,3,,時代廣場 A.P,20000
,,6,901,40,1988/10/31,1,,,60000
,,,902,40,1988/10/31,1,,,40000
,,動物,901,46,1988/10/31,水墨,,魚,6000
,1979,,903,22,1988/10/31,3,,水鄉 6/50,30000
,,,902,19,1988/10/31,2,,荷,80000
,,,903,19,1988/10/31,2,長3,荷,25000
,,,904,19,1988/10/31,,長3,荷,25000
,,4,901,35,1988/10/31,3,,日光浴,40000
,1956,6,908,33,1988/10/31,石版,37*67cm,獨幅版畫,1200000
,1977,,901,10,1988/10/31,3,,蘭,2000
,1977,,902,10,1988/10/31,3,,菊,2000
,1977,,903,10,1988/10/31,3,,梅,2000
,1977,,904,10,1988/10/31,3,,青銅時代,2000
,1977,,905,10,1988/10/31,3,,十二生肖圖,2000
,,,901,34,1988/10/31,1,40F,,0
,,,69,17,1988/10/31,1,6F,,18000
,,,70,17,1988/10/31,1,20F,,60000
,,,71,17,1988/10/31,3,,冬至,10000
,,,902,24,1988/10/31,皮雕,,L0045,36000
,,動物,77,64,1988/10/31,2,,鴨,30000
,1987,1,901,50,1988/10/31,2,4K,田園,80000
,,,901,39,1988/10/31,1,,,40000
,1977,,903,9,1988/10/31,3,,紅髮女 A.P,35000
,1977,,904,9,1988/10/31,3,,黑女人 A.P,40000
,1977,,906,9,1988/10/31,3,,藍女人 A.P,40000
,1977,,907,9,1988/10/31,3,,紅唇 A.P,40000
,1983,,909,9,1988/10/31,3,,EPO1 139/200,40000
,,,911,9,1988/10/31,3,,,40000
,,,914,9,1988/10/31,3,,BW A.P,15000
,,,915,9,1988/10/31,3,,BW A.P,15000
,,,916,9,1988/10/31,3,,BW A.P,15000
,,,917,9,1988/10/31,3,,BW A.P,15000
,,,918,9,1988/10/31,3,,BW A.P,15000
,,,921,9,1988/10/31,3,,BW A.P,15000
,,,919,9,1988/10/31,3,,BW A.P,15000
,,,920,9,1988/10/31,3,,BW A.P,15000
,,,922,9,1988/10/31,3,,BW A.P,15000
,,,923,9,1988/10/31,3,,BW 60/100,15000
,,,924,9,1988/10/31,3,,BW 60/100,15000
,,,925,9,1988/10/31,3,,BW 60/100,15000
,,,926,9,1988/10/31,3,,BW 60/100,15000
,1984,,901,47,1988/10/31,1,10P,,30000
,,,901,28,1988/10/31,1,20F,雙木偶,50000
,,,902,28,1988/10/31,1,30F,四個玩偶,60000
,1985,,901,48,1988/10/31,紙漿,,繩  A.P,6000
,1985,,902,48,1988/10/31,紙漿,,繁結 A.P,6000
,,,903,48,1988/10/31,紙漿,,霓虹.蝶舞,10000
,,,901,27,1988/10/31,1,3F,花,9000
,,,902,27,1988/10/31,1,8F,,24000
,,5,901,52,1988/10/31,攝影,,花與女,20000
,,4,902,52,1988/10/31,攝影,,花,20000
,,,903,27,1988/10/31,1,3F,,9000
,,,901,66,1988/10/31,壓克力,,罪與罰,9000
,1971,,901,32,1988/10/31,3,,日夜 3/40,18000
,,4,903,52,1988/10/31,攝影,,裸女,12000
,,,927,9,1988/10/31,3,,BW 60/100,15000
,,,928,9,1988/10/31,3,,BW 60/100,15000
,,,929,9,1988/10/31,3,,BW 60/100,15000
,,,930,9,1988/10/31,3,,BW 60/100,15000
,,6,931,9,1988/10/31,石3,,WT 8,12500
,,,932,9,1988/10/31,石3,,女人與魚 WT17,4500
,,,933,9,1988/10/31,石3,,中國藍 WT20,4500
,,,934,9,1988/10/31,石3,,女人與花 WT22,4500
,,,935,9,1988/10/31,石3,,女人與花 WT22,4500
,,,905,19,1988/10/31,2,長3K,荷花,25000
,,5,901,55,1988/10/31,1,10F,船,40000
,,1,901,31,1988/10/31,1,12F,紅厝,30000
,,6,146,61,1988/10/31,1,12P,景,24000
,,6,147,61,1988/10/31,1,12P,山之頌-6,24000
,,6,148,61,1988/10/31,1,15F,山之頌-7,30000
,,6,902,35,1988/10/31,限量印刷,2K,大胸部,15000
,,6,936,9,1988/10/31,2,,女人與貓,100000
,,6,901,51,1988/10/31,1,,抽象,6000
,,6,902,51,1988/10/31,1,,抽象,6000
,,6,903,51,1988/10/31,1,,抽象,6000
,,6,937,9,1988/10/31,1,40F,我可以親妳嬤,400000
,1974,6,905,36,1988/10/31,3,,24/45,40000
,,6,938,9,1988/10/31,2,,蜻蜓,15000
,,6,902,54,1988/10/31,1,,抽象,15000
,1976,6,174,17,1988/10/31,3,,落日  A.P,6000
,1977,,939,9,1988/10/31,,,大版畫 1/13,150000
,,,907,19,1988/10/31,,,木棉花,70000
,,3,901,65,1988/10/31,2,,小丑,5000
,,,189,7,1988/10/31,2,10*14,,8000
,,,901,7,1988/10/31,2,10*14,7-103188-193,8000
,,1,901,70,1988/10/31,2,,石碇,20000
,,1,902,70,1988/10/31,2,,市郊,20000
,,,198,60,1988/10/31,2,,,12000
,,6,902,61,1988/10/31,1,1F,抽象(61-103188-202),1800
,,6,903,61,1988/10/31,1,2F,抽象(61-103188-203),2800
,,6,204,61,1988/10/31,1,2F,抽象,2800
,,6,205,61,1988/10/31,1,2F,抽象,2800
,1980,,904,11,1988/10/31,3,,夜奔 62/175,20000
,,,913,1,1988/10/31,淡彩,24*16,,40000
,1988,1,915,1,1988/10/31,淡彩,24*16,HAKATA,40000
,,,917,1,1988/10/31,淡彩,24*16,,20000
,,,902,7,1988/10/31,2,10*14,7-103188-226,8000
,,6,903,16,1988/10/28,新素材,8*8,抽象16-102888-36,18000
,,5,902,25,1988/10/31,1,4F,蘭花,20000
,,5,901,20,1988/10/31,2,細長,荷花20-103188-239,24000
,,6,902,16,1988/10/28,新素材,8*8,抽象16-102888-35,18000
,,6,901,16,1988/10/28,新素材,8*8,抽象16-102888-34,18000
,1980,6,903,11,1988/10/31,3,,月下A.P,10000
,,6,901,71,1988/10/31,1,30F,,30000
,,,904,27,1988/10/31,1,3F,花,9000
,1983,,906,36,1988/10/31,3,,77/100,32000
,,,901,74,1988/10/31,1,100F,沉靜的藍,600000
,,,901,73,1988/10/31,1,,,10000
,,,902,42,1988/10/31,4,,雕塑,50000
,1981,6,901,11,1988/10/31,3,,雙姝 32/175,20000
,1980,,902,11,1988/10/31,3,,檳榔山的夏夜 50/175,24000
,,1,901,84,1988/10/31,2,,江邊,9000
,,5,4,7,1989/1/13,2,11*11,,6000
,,5,5,7,1989/1/13,2,11*11,,6000
,,5,901,7,1989/1/13,2,15*19,7-011389-9,8000
,,5,10,7,1989/1/13,2,15*19,,8000
,,,902,37,1988/10/31,1,,,40000
,1987,6,903,16,1988/10/28,新素材,4*4,抽象,25000
,,6,4,16,1988/10/28,新素材,4*4,抽象,4500
,1987,6,905,16,1988/10/28,新素材,4*4,抽象,25000
,1987,6,906,16,1988/10/28,新素材,4*4,抽象,25000
,1987,6,907,16,1988/10/28,新素材,4*4,抽象,25000
,,6,8,16,1988/10/28,新素材,4*4,抽象,4500
,,6,9,16,1988/10/28,新素材,4*4,抽象,4500
,,6,10,16,1988/10/28,新素材,4*4,抽象,4500
,,6,11,16,1988/10/28,新素材,4*4,抽象,4500
,,6,12,16,1988/10/28,新素材,4*4,抽象,4500
,,6,13,16,1988/10/28,新素材,4*4,抽象,4500
,,6,14,16,1988/10/28,新素材,4*4,抽象,4500
,1987,6,915,16,1988/10/28,新素材,4*4,抽象,25000
,1987,6,916,16,1988/10/28,8s素材,4*4,抽象,25000
,,6,17,16,1988/10/28,新素材,4*4,抽象,4500
,,6,18,16,1988/10/28,新素材,4*4,抽象,4500
,,6,19,16,1988/10/28,新素材,4*4,抽象,4500
,,6,20,16,1988/10/28,新素材,4*4,抽象,4500
,1987,6,921,16,1988/10/28,新素材,4*4,抽象,25000
,,6,22,16,1988/10/28,新素材,4*4,抽象,4500
,,6,23,16,1988/10/28,新素材,4*4,抽象,4500
,,6,24,16,1988/10/28,新素材,4*4,抽象,4500
,,6,25,16,1988/10/28,新素材,4*4,抽象,4500
,,6,26,16,1988/10/28,新素材,4*4,抽象,4500
,,6,27,16,1988/10/28,新素材,4*4,抽象,4500
,,6,28,16,1988/10/28,新素材,4*4,抽象,4500
,,6,29,16,1988/10/28,新素材,6*6,抽象,12000
,1987,6,930,16,1988/10/28,新素材,6*6,抽象,35000
,1987,6,931,16,1988/10/28,新素材,6*6,抽象,35000
,,6,32,16,1988/10/28,新素材,6*6,抽象,12000
,,6,33,16,1988/10/28,新素材,8*8,抽象,18000
,,6,906,10,1988/10/31,1,20F,抽象,100000
,,6,907,10,1988/10/31,1,20F,抽象,100000
,1989,6,1,17,1989/3/10,1,15P,抽象,45000
,1989,6,2,17,1989/3/10,1,15P,抽象,30000
,,2,901,22,1989/3/10,2,,,75000
,,2,902,22,1989/3/10,2,,,75000
,,,901,19,1989/3/20,2,,墨荷,20000
,2011,6,114,17,1912/1/4,1,1F,天堂鳥2,25000
,1988,,901,56,1989/5/27,絲畫,,王者之花56-052789-10,35000
,1985,,903,95,1989/6/30,4,70*40cm,討海人--沉思,360000
,1987,6,901,38,1989/7/22,1,1*1呎,深海世界,15000
,1956,,903,68,1989/8/19,2,8F,群像,320000
,1920,1,901,117,1989/9/1,水墨,123*42,觀音山,400000
,1989,,902,7,1989/9/2,2,10*10,早晨的花,6000
,1989,,903,7,1989/9/2,2,10*10,早晨的花,6000
,1989,,910,7,1989/9/2,2,10*10,早晨的花7-090289-16,6000
,1989,,901,7,1989/9/2,2,10*10,早晨的花,6000
,1989,,905,7,1989/9/2,2,10*14,早晨的花7-090289-20,8000
,1989,,904,7,1989/9/2,2,10*14,早晨的花7-090289-21,8000
,1989,,909,7,1989/9/2,2,14*14,早晨的花7-090289-24,8000
,1989,,908,7,1989/9/2,2,14*14,早晨的花7-090289-25,8000
,1989,,907,7,1989/9/2,2,14*14,早晨的花7-090289-27,8000
,1989,,30,7,1989/9/2,2,14*14,早晨的花,8000
,1989,,906,7,1989/9/2,2,14*14,早晨的花7-090289-31,8000
,1989,,37,7,1989/9/2,2,28*20,早晨的花,18000
,1970,1,901,93,1989/10/2,1,8F,山路,640000
,1954,花,901,123,1989/10/5,1,28*23cm,紅白玫瑰,450000
,1979,,940,9,1989/11/2,壓克力,60*47cm,貓,150000
,1940,1,901,126,1989/11/2,2,32*25cm,上海街景,200000
,1940,1,902,126,1989/11/2,2,35*26cm,上海街景,200000
,1973,1,1,126,1989/11/10,2,96*80CM,日月潭,650000
,1971,5,902,123,1989/11/23,1,27*33cm,石榴,600000
,,,211,17,1988/10/31,,10F,抽象,30000
,,1,3,126,1989/11/27,3,48*120cm,花紅柳綠迎春來,30000
,1989,1,95,83,1990/1/3,1,3F,秋野,18000
,1990,1,120,135,1990/1/3,1,3F,淡水風光,18000
,,,901,9,1990/2/28,畫冊,,W.T.'90   30本,4500
,,,902,9,1990/2/28,畫冊,,紅唇  30本,3000
,1984,,905,9,1990/2/28,3,,美女,35000
,1987,6,901,33,1990/2/28,銅版,39*54cm,駭浪 187 60\99  銅版,55000
,1987,6,902,33,1990/2/28,銅版,55*40cm,駭浪 287 22\99,55000
,1987,6,904,33,1990/2/28,銅版,36*58cm,駭浪 387 59\99,55000
,1989,1,902,138,1990/2/28,粉彩,0F,船,15000
,1990,1,903,138,1990/2/28,3,42x58cm,法國鄉村,10000
,1990,1,904,138,1990/2/28,3,43x59cm,綠蔭,10000
,,,903,139,1990/2/28,3,,卡費酒吧,18000
,,,904,139,1990/2/28,3,,第第尼餐廳,32000
,,,905,139,1990/2/28,3,,孚日廣場,10000
,,,906,139,1990/2/28,3,,靜物,9000
,,,907,139,1990/2/28,3,,白雪屋頂,12000
,,,908,139,1990/2/28,3,,新橋,48000
,,,911,139,1990/2/28,3,,尼可拉酒舖,48000
,,,913,139,1990/2/28,3,,安日河堤,48000
,,,914,139,1990/2/28,3,,薇薇阿尼廣場,48000
,,1,916,139,1990/2/28,1,12P,新橋,600000
,,,915,139,1990/2/28,1,3F,康考特廣場,195000
,,,901,140,1990/2/28,1,1F,風車,350000
,,,902,140,1990/2/28,1,8M,牧羊人,1380000
,1990,4,29,133,1990/5/12,1,8F,無言,40000
,1990,1,1,108,1990/5/3,1,15F,夕照,75000
,1947,1,901,102,1989/7/7,1,10F,台中公園,500000
,,,901,148,1990/5/22,水墨,,孫悟空戲白骨精,30000
,,,901,21,1990/6/22,3,,雞,12000
,1990,1,27,135,1990/10/16,1,12F,淡江夕照,72000
,,1,30,135,1990/10/16,1,8F,頭城舊街,48000
,1980,5,901,76,1990/9/15,1,4F,葡萄柚,40000
,,1,901,109,1990/9/1,1,6F,海邊,24000
,1984,5,902,109,1990/9/1,1,8P,花,32000
,1990,1,901,130,1990/6/30,2,4K,社口懷舊,25000
,1989,1,901,1,1989/3/25,3,,河邊古堡10/50,15000
,1989,1,901,1,1989/3/25,3,,河邊古堡11/50,15000
,1989,1,901,1,1989/3/25,3,,河邊古堡12/50,15000
,1989,1,902,1,1989/3/25,3,,巴黎公園6/50,15000
,1989,1,902,1,1989/3/25,3,,巴黎公園8/50,15000
,,6,901,23,1988/10/31,3,,書法變形 14/30,9000
,,1,901,63,1988/10/31,1,10F,海邊,30000
,1981,6,905,11,1988/10/31,3,,雙姝 A.P,20000
,1987,5,901,158,1990/10/1,3,,花  50/150,8000
,1987,5,902,158,1990/10/1,3,,花 688/750,6000
,,,901,157,1990/10/1,2,,,30000
,1989,5,1,56,1990/1/24,絲畫,53*58CM,花,30000
,1989,5,2,56,1990/1/24,絲畫,53*58CM,花,30000
,1977,,1,33,1990/10/1,3,61*48CM,,
,1975,6,1,17,1990/10/1,3,,夏日 A.P,4000
,1990,5,4,75,1991/1/10,1,3F,雙魚,9000
,,1,1,6,1990/9/21,1,61*45*3,山態,180000
,1990,6,901,6,1990/9/21,1,120*46cm,溪韻(6-092190-2),120000
,1955,4,901,68,1989/5/4,2,5F,礦工,150000
,,4,901,52,1990/10/4,攝影,8K,側臥裸女,8000
,1990,5,43,83,1991/1/10,1,3F,水果,18000
,1990,5,44,83,1991/1/10,1,3F,玫瑰,18000
,1991,1,3,83,1991/5/4,1,15F,義大利集落,90000
,1991,1,4,152,1991/5/4,1,10F,九份晨鐘,80000
,1991,1,2,3,1991/5/24,1,8F,白廟一隅,64000
,1991,5,1,3,1991/6/15,1,8F,藍色瓶上花,64000
,1991,,1,1,1991/6/18,2,6F,,180000
,1991,,2,1,1991/6/18,2,6F,,180000
,1991,,3,1,1991/6/18,2,6F,,180000
,1988,5,908,35,1991/6/22,壓克力,25F,花蕊8801 N908,250000
,1991,4,901,35,1991/10/18,壓克力,87*57cm,臥室9101,250000
,1991,5,20,35,1991/10/18,壓克力,87*57cm,花蕊9106--奶與花,300000
,1990,1,1,138,1991/11/28,1,10F,花園,80000
,1990,1,2,138,1991/11/28,1,4F,泥岸泊舟,32000
,1990,1,3,138,1991/11/28,1,4F,教堂晨曦,32000
,1990,1,4,138,1991/11/28,1,8F,黃色小脡,64000
,1990,1,5,138,1991/11/28,1,10F,威尼斯的皇宮,80000
,1990,1,6,138,1991/11/28,1,8F,輕舟,64000
,1990,1,7,138,1991/11/28,1,6F,普羅旺斯的鄉村,48000
,1990,1,8,138,1991/11/28,1,4F,HOURDEL之晨,32000
,1990,1,9,138,1991/11/28,1,25*25CM,瓜棚下,27000
,1990,1,11,138,1991/11/28,1,5P,教堂大門,40000
,1990,1,12,138,1991/11/28,1,5F,旗,40000
,1990,1,13,138,1991/11/28,1,5F,泊舟,40000
,1990,1,15,138,1991/11/28,1,5P,港,40000
,1991,1,16,138,1991/11/28,1,6F,春路行,48000
,1991,1,17,138,1991/11/28,1,6F,玫瑰路,48000
,1991,1,18,138,1991/11/28,1,6F,黑色小脡,48000
,1991,1,20,138,1991/11/28,1,6F,低潮,48000
,1991,1,22,138,1991/11/28,1,8P,燻衣草田,64000
,1991,1,23,138,1991/11/28,1,8P,威尼斯河,64000
,1991,1,24,138,1991/11/28,1,8P,渠,64000
,1991,1,25,138,1991/11/28,1,8F,莫內花園,64000
,1991,1,26,138,1991/11/28,1,10F,紅日百日草,80000
,1991,5,27,138,1991/11/28,1,10F,百日草實和松果,80000
,1991,1,28,138,1991/11/28,1,10F,塞納河,80000
,1991,1,29,138,1991/11/28,1,12F,泊舟,96000
,1991,1,30,138,1991/11/28,1,15F,馬賽舊港,120000
,1991,1,17,171,1991/12/14,1,8F,蘭嶼海邊,64000
,1991,3,4,173,1992/1/3,1,4F,遐想,10000
0,1991,1,11,163,1992/1/3,1,3F,小溪,9000
,1989,5,14,97,1992/1/3,1,SM,花,60000
,1989,1,15,97,1992/1/3,1,3F,巴黎風光,90000
,1991,5,43,136,1992/1/3,1,3F,事事如意,30000
,1991,,46,136,1992/1/3,1,3F,溫暖的家庭,30000
,1991,,47,136,1992/1/3,1,3F,誠心有福,30000
,1991,1,57,83,1992/1/3,1,3F,老屋,21000
,1991,1,58,83,1992/1/3,1,3F,夕陽,21000
,1991,1,59,64,1992/1/3,1,4F,泉-1,34000
,1991,1,60,64,1992/1/3,1,4F,帆,34000
,1991,1,61,64,1992/1/3,1,4F,美景,34000
,1991,1,62,64,1992/1/3,1,4F,泉-2,34000
,1991,1,87,133,1992/1/3,1,1F,北新莊春色,16000
,1991,5,88,133,1992/1/3,1,3F,紫色的金牡丹,24000
,1991,4,89,133,1992/1/3,1,3F,玉環,24000
,1985,4,103,98,1992/1/3,1,0F,裸女,100000
,1990,1,91,138,1992/1/3,粉彩,,泊舟,15000
,1991,5,106,133,1992/1/3,1,2F,白玫瑰,20000
,1991,4,107,133,1992/1/3,1,2F,粉紅色的世界,20000
,1991,1,108,133,1992/1/3,1,3F,關渡,24000
,1990,1,92,138,1992/1/3,粉彩,,街景-一,15000
,1990,1,93,138,1992/1/3,粉彩,,街景-二,15000
,1991,5,117,173,1992/1/3,1,3F,玫瑰,9000
,1991,1,132,83,1992/1/3,1,3F,湖影,21000
,1991,1,133,83,1992/1/3,1,3F,窯,21000
,1991,1,134,83,1992/1/3,1,3F,秋野-92,21000
,1991,1,135,83,1992/1/3,1,3F,春野-92,21000
,1992,1,138,130,1992/1/3,2,5F,農忙時分,20000
,1991,5,146,163,1992/1/3,1,3F,四果,
,1991,5,2,3,1991/6/15,1,6F,花與果,48000
,1991,5,1,136,1992/3/5,1,20F,喜洋洋-玫瑰,200000
,1992,5,2,136,1992/3/5,1,10F,高貴-蘭花,100000
,1992,5,5,136,1992/3/5,1,10F,蓮花,100000
,1971,5,18,108,1992/3/5,1,20F,紫絹上的靜物,160000
,,1,1,98,1992/3/4,2,5F,淡水看海,250000
,1981,5,32,122,1992/3/5,2,10P,花布上的玫瑰,500000
,1990,1,37,108,1992/3/5,1,10F,植物園之晨,80000
,1992,1,1,179,1992/3/11,1,2F,持傘少女,6000
,1992,5,28,179,1992/3/5,1,0F,酒瓶與橘子,4000
,1993,1,43,10,1993/12/8,1,8P,百楊溝農家,120000
,1993,1,3,83,1993/12/8,1,10F,鹿谷茶園,100000
,1993,1,4,83,1993/12/8,1,12F,鄉村古厝,120000
,1993,1,10,192,1993/12/8,1,15F,橋上人家,105000
,1993,1,11,192,1993/12/8,1,10F,一家人,70000
,1993,1,12,192,1993/12/8,1,4F,小巷情懷,32000
,1993,1,17,173,1993/12/8,1,6F,玫瑰,21000
,1993,5,18,173,1993/12/8,1,12F,火鶴之舞,42000
¡,1993,1,27,201,1993/12/8,1,20P,大家恭喜,120000
,1993,1,30,201,1993/12/8,1,10F,雙鴿,70000
,1992,5,42,10,1993/12/8,1,8P,靜物,120000
,1993,1,901,93,1993/12/8,2,10P,新綠-3,750000
,1993,1,17,82,1994/1/15,1,3F,海邊-1,45000
,1993,1,18,82,1994/1/15,1,3F,燈塔-1,45000
,1993,1,19,82,1994/1/15,1,3F,海邊-2,45000
,1993,1,20,82,1994/1/15,1,3F,燈塔-2,45000
,1993,5,22,171,1994/1/15,1,3F,花-3,54000
,1993,1,23,171,1994/1/15,1,3F,羅馬,54000
,1993,1,24,171,1994/1/15,1,3F,荷蘭,54000
,1993,1,25,171,1994/1/15,1,2F,佛羅倫斯,36000
,1993,1,27,171,1994/1/15,1,SM,泰國風景,30000
,1993,5,28,171,1994/1/15,1,SM,花-1,30000
,1993,5,29,171,1994/1/15,1,SM,靜物,30000
,1993,1,30,83,1994/1/15,1,3F,高原,30000
,1993,1,31,83,1994/1/15,1,3F,海邊-1,30000
,1993,1,32,83,1994/1/15,1,3F,海邊-2,30000
,1993,1,33,83,1994/1/15,1,3F,海邊-3,30000
,1993,1,35,83,1994/1/15,1,3F,富士山,30000
,1993,1,36,83,1994/1/15,1,3F,雞冠花,30000
,1993,5,37,83,1994/1/15,1,3F,花,30000
,1993,1,42,199,1994/1/15,1,3F,山上人家,15000
,1993,1,45,199,1994/1/15,1,3F,牛群,15000
,1993,4,46,199,1994/1/15,1,3F,裸女-1,15000
,1993,1,49,183,1994/1/15,1,4F,陳師府大門,40000
,1993,1,50,183,1994/1/15,1,4F,陳師府,40000
,1993,5,51,183,1994/1/15,1,4F,瓶花,40000
,1992,1,52,183,1994/1/15,1,4F,梅園,40000
,1993,1,53,183,1994/1/15,1,4F,淡水河畔-1,40000
,1993,1,54,183,1994/1/15,1,4F,淡水河畔-2,40000
,1990,1,55,183,1994/1/15,1,4F,香山公園,40000
,1992,4,56,183,1994/1/15,1,4F,鏡前-1,40000
,1993,1,57,183,1994/1/15,1,4F,鏡前-2,40000
,1993,4,58,183,1994/1/15,1,4F,裸女,40000
,1993,1,901,201,1994/1/15,1,3P,凝視,21000
,1993,1,71,201,1994/1/15,1,4F,午后鴉寮,28000
,1993,1,73,201,1994/1/15,1,4F,思源,28000
,1993,1,74,79,1994/1/15,1,3F,淡水-1,36000
,1993,1,75,79,1994/1/15,1,3F,淡水-2,36000
,1993,1,76,79,1994/1/15,1,3F,淡水-3,36000
,1993,1,77,79,1994/1/15,1,3F,淡水-4,36000
,1993,1,78,79,1994/1/15,1,3F,淡水-5,36000
,1993,4,81,79,1994/1/15,1,3F,裸女-3,36000
,1993,4,82,79,1994/1/15,1,3F,裸女-4,36000
,1993,4,83,79,1994/1/15,1,3F,裸女-5,36000
,1993,4,84,79,1994/1/15,1,3F,裸女-6,36000
,1993,4,85,79,1994/1/15,1,3F,裸女-7,36000
,1993,5,112,10,1994/1/15,1,0F,桔子與葡萄,30000
,1992,5,113,10,1994/1/15,1,0F,蘋果與楊桃,30000
,1992,5,114,10,1994/1/15,1,1F,蘋果-1,35000
,1993,5,116,10,1994/1/15,1,1F,蘋果-2,35000
,1993,1,118,163,1994/1/15,1,3F,門神,12000
,1993,1,119,163,1994/1/15,1,3F,山間小徑,12000
,1993,1,128,213,1994/1/15,1,3F,俯瞰金瓜石,13500
,1993,1,130,213,1994/1/15,1,3F,西嶼古厝,13500
,1993,1,155,88,1994/1/15,1,4P,街景,18000
,1993,5,156,88,1994/1/15,1,4P,花,18000
,,1,1,150,1994/1/27,1,8F,風景,960000
,1992,4,22,192,1992/5/9,1,6F,一對佳偶,18000
,1982,4,1,15,1992/3/12,1,8M,坐姿裸女,96000
,1992,1,137,130,1992/1/3,2,5F,厝後鴉群,25000
,1992,1,136,130,1992/1/3,2,5F,竹林人家,25000
,1992,1,139,130,1992/1/3,2,5F,池畔樹影,25000
,1990,1,94,138,1992/1/3,1,,威尼斯河,15000
,1992,4,131,79,1992/11/25,1,3F,人物-4,30000
,1992,4,129,79,1992/11/25,1,3F,人物-3,30000
,1985,1,38,169,1992/11/21,1,10F,漁港,150000
,1992,1,32,194,1992/11/21,1,12F,觀音山下關渡橋,84000
,1992,1,27,194,1993/3/6,1,15F,綠意滿山,105000
,1988,6,228,16,1988/10/31,4,,銀浪,60000
,1987,1,1,25,1994/2/26,1,50F,逃走,500000
,1967,1,2,25,1994/2/26,1,50F,白色,500000
,1951,3,1,215,1994/2/28,寫真,14吋,有頭巾的雙女,12000
,1951,3,2,215,1994/2/28,寫真,14吋,二婦女與小孩,12000
,1951,1,4,215,1994/2/28,寫真,14吋,持水槍的人,12000
,1951,1,5,215,1994/2/28,寫真,14吋,捕魚歸,12000
,1951,1,6,215,1994/2/28,寫真,14吋,挖土豆,12000
,1951,1,7,215,1994/2/28,寫真,14吋,頭上有地瓜葉之女,12000
,1951,1,8,215,1994/2/28,寫真,14吋,拔紫菜,12000
,1951,1,9,215,1994/2/28,寫真,14吋,蘆葦茅屋,12000
,1951,1,10,215,1994/2/28,寫真,14吋,火燒島之石,12000
,1951,1,11,215,1994/2/28,寫真,14吋,南投樹與船,12000
,1951,1,13,215,1994/2/28,寫真,14吋,珊瑚礁之屋,12000
,1951,1,14,215,1994/2/28,寫真,14吋,屋前婦女,12000
,1951,3,15,215,1994/2/28,寫真,14吋,拜觀音,12000
,1951,1,16,215,1994/2/28,寫真,14吋,火燒島燈塔,12000
,1951,1,17,215,1994/2/28,寫真,14吋,流氓溝旁的小孩,12000
,1951,1,18,215,1994/2/28,寫真,14吋,牛車,12000
,1951,1,19,215,1994/2/28,寫真,14吋,抓魚苗,12000
,1951,1,20,215,1994/2/28,寫真,14吋,地瓜葉與雞,12000
,1927,1,7,212,1994/2/26,1,30F,打貓庄草堆,600000
,1951,1,22,215,1994/2/28,寫真,14吋,船與抓魚苗之女,12000
,1927,1,8,162,1994/2/26,1,8P,玉山遠眺,
,1977,1,11,57,1994/2/26,1,8P,白樓,560000
,1964,1,12,57,1994/2/26,1,10P,小硫球,700000
,1979,5,13,57,1994/2/26,1,8F,石膏像與扶桑花,560000
,1989,4,14,57,1994/2/26,1,8P,裸女,560000
,1949,1,16,186,1994/2/26,1,30F,石楠花,
,1951,1,21,215,1994/2/28,寫真,14吋,以地瓜葉遮臉之女,12000
,1992,5,177,216,1994/1/15,1,3M,魚,30000
,1993,5,178,216,1994/1/15,1,3M,白瓶,30000
,1993,5,1,217,1994/3/22,1,10F,桔梗花,70000
,1993,5,2,217,1994/3/22,1,8F,秋刀魚,56000
,1992,1,1,217,1994/4/9,1,8F,九份一屋,56000
,1993,1,2,217,1994/4/9,1,8F,東瀛寺,56000
,1994,1,6,213,1994/4/9,1,10F,大湖梨園,45000
,1994,1,7,213,1994/4/9,1,10F,農村老厝,45000
,1990,1,801,152,1994/3/19,1,2F,海山涯,36000
,1994,1,12,218,1994/4/9,1,20P,文來村家,180000
,1992,5,18,83,1994/4/9,1,10F,桃花,100000
,1994,1,19,130,1994/4/9,1,10P,春日小徑,60000
,1994,1,20,130,1994/4/9,1,10P,夕照屋後,60000
,1993,1,13,25,1994/3/22,1,10F,花之景,100000
,1962,1,2,215,1994/4/12,1,4F,火燒島海岸-1,80000
,1994,1,2,204,1994/5/1,膠彩,8F,母與子,40000
,1994,1,3,204,1994/5/1,膠彩,10F,猴門情深,50000
